# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_37	cds	209971	210141	+	HENGBM_02626	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84D7E
contig_37	cds	210155	211396	+	HENGBM_02627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B81474
contig_37	cds	211480	212319	-	HENGBM_02628	546.0	3.6e-196	1.0	1.0	0.975	UniRef:UniRef90_K0CI79
contig_37	cds	212405	213364	-	HENGBM_02629	603.0	2.2e-217	1.0	1.0	0.978	UniRef:UniRef90_K0CFN8
contig_37	cds	213412	214887	-	HENGBM_02630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5B841
contig_37	cds	215024	215638	+	HENGBM_02631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5CADB
contig_37	cds	215709	216587	+	HENGBM_02632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5S8
contig_37	cds	216610	217323	+	HENGBM_02633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZC47
contig_37	cds	217328	218236	+	HENGBM_02634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8CD94
contig_37	cds	218306	219013	+	HENGBM_02635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7EB83
contig_37	cds	219006	219329	+	HENGBM_02636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B87E0F
contig_37	cds	219516	220166	-	HENGBM_02637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH63
contig_37	cds	220163	220816	-	HENGBM_02638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W343
contig_37	cds	220813	221328	-	HENGBM_02639	341.0	1.3e-118	1.0	0.924	0.971	UniRef:UniRef90_K0CFP5
contig_37	cds	221519	222529	+	HENGBM_02640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W0C7
contig_37	cds	222580	224697	-	HENGBM_02641	1429.0	0.0	1.0	1.0	0.997	UniRef:UniRef90_A0A9Q3W4B6
contig_37	cds	224952	227036	+	HENGBM_02642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4T8
contig_37	cds	227104	227973	-	HENGBM_02643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C0FE
contig_37	cds	228078	229568	-	HENGBM_02644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3J5
contig_37	cds	229777	230103	+	HENGBM_02645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CI86
contig_37	cds	230554	231813	+	HENGBM_02646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CFP7
contig_37	cds	231892	232518	-	HENGBM_02647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E2DE
contig_37	cds	232702	233607	+	HENGBM_02648	596.0	3.3e-215	1.0	0.993	0.990	UniRef:UniRef90_K0CL58
contig_37	cds	233647	234564	-	HENGBM_02649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004B3CA20
contig_37	cds	234678	236144	+	HENGBM_02650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8F2C9
contig_37	cds	236217	237140	+	HENGBM_02651	588.0	5.6e-212	1.0	0.997	0.967	UniRef:UniRef90_K0CFQ1
contig_37	cds	237312	238685	+	HENGBM_02652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH67
contig_37	cds	238682	239995	+	HENGBM_02653	860.0	2.4e-315	1.0	1.0	0.959	UniRef:UniRef90_A0A9Q3W352
contig_37	cds	239895	240341	-	HENGBM_02654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D7E4D8
contig_37	cds	240338	241687	-	HENGBM_02655	815.0	8.2e-297	1.0	1.0	0.955	UniRef:UniRef90_K0CKR6
contig_37	cds	241898	243313	-	HENGBM_02656	894.0	0.0	1.0	1.0	0.975	UniRef:UniRef90_K0CI90
contig_37	cds	243310	243984	-	HENGBM_02657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4V1
contig_37	cds	244122	245297	+	HENGBM_02658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5D1
contig_37	cds	245345	246259	-	HENGBM_02659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B86617
contig_37	cds	246268	247548	-	HENGBM_02660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W485
contig_37	cds	247541	248041	-	HENGBM_02661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W329
contig_37	cds	248102	249106	-	HENGBM_02662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B92469
contig_37	cds	249364	250974	+	HENGBM_02663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7EECA
contig_37	cds	251165	252652	-	HENGBM_02664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B87908
contig_37	cds	252784	253797	+	HENGBM_02665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCH4
contig_37	cds	253862	255661	-	HENGBM_02666	1131.0	0.0	1.0	0.998	0.997	UniRef:UniRef90_A0A9Q3ZEC1
contig_37	cds	255864	256697	+	HENGBM_02667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH70
contig_37	cds	256705	258648	-	HENGBM_02668	1322.0	0.0	1.0	1.0	0.963	UniRef:UniRef90_K0CIX6
contig_37	cds	258645	260504	-	HENGBM_02669	1241.0	0.0	1.0	1.0	0.987	UniRef:UniRef90_UPI000BCFE65B
contig_37	cds	260516	263005	-	HENGBM_02670	1601.0	0.0	1.0	1.0	0.972	UniRef:UniRef90_K0CKS4
contig_37	cds	263325	264227	+	HENGBM_02671	577.0	5.8e-208	1.0	1.0	0.967	UniRef:UniRef90_A0A9Q3ZFL4
contig_37	cds	264230	265297	+	HENGBM_02672	702.0	1.2e-255	1.0	1.0	0.952	UniRef:UniRef90_K0CFR3
contig_37	cds	265292	266335	-	HENGBM_02673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5H9
contig_37	cds	266759	267919	+	HENGBM_02674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W2Q9
contig_37	cds	268038	268547	+	HENGBM_02675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3X5
contig_37	cds	268553	269485	+	HENGBM_02676	605.0	1.0e-218	1.0	0.990	0.990	UniRef:UniRef90_A0A9Q3W395
contig_37	cds	269712	272039	+	HENGBM_02677	1502.0	0.0	1.0	1.0	0.978	UniRef:UniRef90_K0CFR6
contig_37	cds	272036	272251	-	HENGBM_02678	-	-	-	-	-	-
contig_37	cds	272319	273470	+	HENGBM_02679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F47F
contig_37	cds	273678	274052	-	HENGBM_02680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W011
contig_37	cds	274076	274312	-	HENGBM_02681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W455
contig_37	cds	274359	274985	-	HENGBM_02682	375.0	5.3e-131	1.0	1.0	0.952	UniRef:UniRef90_K0CIA3
contig_37	cds	275000	275908	-	HENGBM_02683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B88B1C
contig_37	cds	276050	276469	+	HENGBM_02684	268.0	5.1e-91	1.007	1.0	0.979	UniRef:UniRef90_K0CIY6
contig_37	cds	276597	277826	+	HENGBM_02685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCB4
contig_37	cds	277833	278636	-	HENGBM_02686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFL1
contig_37	cds	278891	279085	-	HENGBM_02687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZBZ7
contig_37	cds	279338	280798	+	HENGBM_02688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B820B7
contig_37	cds	280873	281502	+	HENGBM_02689	427.0	1.5e-151	1.0	1.0	0.995	UniRef:UniRef90_A0A9Q3W2P9
contig_37	cds	281530	282270	-	HENGBM_02690	490.0	3.6e-175	1.0	1.0	0.992	UniRef:UniRef90_A0A9Q3W3W8
contig_37	cds	282321	285464	-	HENGBM_02691	1889.0	0.0	1.0	0.999	0.999	UniRef:UniRef90_A0A9Q3W386
contig_37	cds	285495	286664	-	HENGBM_02692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B880C5
contig_37	cds	286661	287932	-	HENGBM_02693	736.0	1.8e-266	0.986	0.965	0.945	UniRef:UniRef90_A0A9Q3W4G5
contig_37	cds	288048	288365	-	HENGBM_02694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85C2A
contig_37	cds	288532	288951	+	HENGBM_02695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W001
contig_37	cds	288973	289971	+	HENGBM_02696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W447
contig_37	cds	290090	291178	+	HENGBM_02697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B89C33
contig_37	cds	291175	291882	+	HENGBM_02698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8AD21
contig_37	cds	291930	292712	+	HENGBM_02699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CFS7
contig_37	cds	292760	293089	-	HENGBM_02700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B800EE
contig_37	cds	293082	294752	-	HENGBM_02701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C12B
contig_37	cds	294771	295067	-	HENGBM_02702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B837DE
contig_37	cds	295312	295917	+	HENGBM_02703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84F89
contig_37	cds	296173	297744	-	HENGBM_02704	1003.0	0.0	1.0	1.0	0.989	UniRef:UniRef90_K0CFT0
contig_37	cds	297830	298393	-	HENGBM_02705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W379
contig_37	cds	298724	299278	+	HENGBM_02706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZE45
contig_37	cds	299345	300976	+	HENGBM_02707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E9EE
contig_37	cds	300874	301386	-	HENGBM_02708	-	-	-	-	-	-
contig_37	cds	301447	303402	+	HENGBM_02709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84CA6
contig_37	cds	303399	304136	+	HENGBM_02710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B80457
contig_37	cds	304248	304883	-	HENGBM_02711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3U5
contig_37	cds	305163	305651	+	HENGBM_02712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W369
contig_37	cds	305711	307291	-	HENGBM_02713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B82BB8
contig_37	cds	307423	308322	-	HENGBM_02714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047EB406
contig_37	cds	308586	309710	+	HENGBM_02715	702.0	7.5e-255	1.0	1.0	0.936	UniRef:UniRef90_K0CJ09
contig_37	cds	309726	310910	+	HENGBM_02716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3VZY3
contig_37	cds	311031	312140	+	HENGBM_02717	719.0	7.1e-262	1.0	1.0	0.995	UniRef:UniRef90_A0A9Q3W434
contig_37	cds	312295	313968	-	HENGBM_02718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BCEED42
contig_37	cds	314198	315826	-	HENGBM_02719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047A4D91
contig_37	cds	315918	317300	-	HENGBM_02720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A9FD
contig_37	cds	317475	318896	-	HENGBM_02721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCA1
contig_37	cds	318969	320732	-	HENGBM_02722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83C3A
contig_37	cds	320780	321532	-	HENGBM_02723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZBY5
contig_37	cds	321537	322910	-	HENGBM_02724	878.0	0.0	1.0	1.0	0.982	UniRef:UniRef90_K0CIC3
contig_37	cds	323122	323556	+	HENGBM_02725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CFU4
contig_37	cds	323587	324135	+	HENGBM_02726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B87AC3
contig_37	cds	324195	325766	+	HENGBM_02727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W359
contig_37	cds	325778	326416	+	HENGBM_02728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4W8
contig_37	cds	326529	327704	+	HENGBM_02729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4D1
contig_37	cds	327886	328785	-	HENGBM_02730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8F34F
contig_37	cds	328813	329262	-	HENGBM_02731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004CE7FC1
contig_37	cds	329434	331560	-	HENGBM_02732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W426
contig_37	cds	331816	333309	-	HENGBM_02733	902.0	0.0	0.954	0.931	0.939	UniRef:UniRef90_K0CKW6
contig_37	cds	333329	333940	-	HENGBM_02734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH17
contig_37	cds	333933	335255	-	HENGBM_02735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B88AED
contig_37	cds	335281	336045	-	HENGBM_02736	501.0	2.6e-179	0.996	0.992	0.984	UniRef:UniRef90_K0CJ29
contig_37	cds	336045	337037	-	HENGBM_02737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFJ9
contig_37	cds	337024	337917	-	HENGBM_02738	555.0	4.5e-199	1.0	1.0	0.946	UniRef:UniRef90_K0CKW8
contig_37	cds	337936	339813	-	HENGBM_02739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8DE6E
contig_37	ncRNA-region	339972	340233	-	-	87.2	5.9e-15	-	-	-	RFAM:RF00174
contig_37	cds	340234	341271	-	HENGBM_02740	644.0	8.2e-233	1.0	1.0	0.925	UniRef:UniRef90_K0CFW2
contig_37	cds	341268	342191	-	HENGBM_02741	598.0	5.9e-216	1.0	1.0	0.987	UniRef:UniRef90_A0A9Q3W3S7
contig_37	cds	342467	343528	+	HENGBM_02742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W348
contig_37	cds	343531	344145	+	HENGBM_02743	421.0	2.0e-149	1.0	1.0	0.961	UniRef:UniRef90_K0CKX1
contig_37	cds	344142	344888	+	HENGBM_02744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83001
contig_37	cds	344795	345532	-	HENGBM_02745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3W7
contig_37	cds	345529	346257	-	HENGBM_02746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B12F
contig_37	cds	346363	347640	-	HENGBM_02747	826.0	3.4e-302	1.0	1.0	0.998	UniRef:UniRef90_K0CLC3
contig_37	cds	347633	348313	-	HENGBM_02748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W2M8
contig_37	cds	348591	350345	+	HENGBM_02749	1087.0	0.0	1.0	1.0	0.998	UniRef:UniRef90_K0CIE6
contig_37	cds	350342	352474	+	HENGBM_02750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZE31
contig_37	cds	352892	353242	-	HENGBM_02751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZC91
contig_37	cds	353440	353958	-	HENGBM_02752	334.0	7.8e-116	1.0	0.983	0.953	UniRef:UniRef90_K0CLC7
contig_37	cds	353964	354959	-	HENGBM_02753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZBX5
contig_37	cds	355104	355829	-	HENGBM_02754	420.0	5.3e-148	0.888	0.995	0.991	UniRef:UniRef90_K0CIE9
contig_37	cds	355856	357043	+	HENGBM_02755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8DD45
contig_37	cds	357046	357801	-	HENGBM_02756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3S1
contig_37	cds	357862	358503	+	HENGBM_02757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W339
contig_37	cds	358574	358909	+	HENGBM_02758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CKX9
contig_37	cds	358945	359733	+	HENGBM_02759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4B2
contig_37	cds	359790	360656	-	HENGBM_02760	587.0	3.5e-212	1.0	1.0	0.993	UniRef:UniRef90_A0A9Q3W3V7
contig_37	cds	360653	361522	-	HENGBM_02761	561.0	4.4e-202	1.0	1.0	0.990	UniRef:UniRef90_A0A9Q3VZV8
contig_37	cds	361706	362551	+	HENGBM_02762	538.0	9.8e-193	1.007	0.940	0.982	UniRef:UniRef90_A0A9Q3W407
contig_37	cds	362574	362993	-	HENGBM_02763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W2L7
contig_37	cds	362997	363965	-	HENGBM_02764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B81BDA
contig_37	cds	363981	364646	+	HENGBM_02765	423.0	9.7e-150	0.968	1.0	0.995	UniRef:UniRef90_A0A9Q3ZE26
contig_37	cds	364706	366169	+	HENGBM_02766	961.0	0.0	1.0	1.0	0.998	UniRef:UniRef90_A0A9Q3ZC88
contig_37	cds	366163	367872	-	HENGBM_02767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B61B39
contig_37	cds	367896	369962	-	HENGBM_02768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZBX1
contig_37	cds	370074	370526	-	HENGBM_02769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5A8
contig_37	cds	370559	372439	-	HENGBM_02770	1233.0	0.0	1.0	1.0	0.981	UniRef:UniRef90_K0CIF5
contig_37	cds	372676	373536	+	HENGBM_02771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3Q9
contig_37	cds	373606	374796	+	HENGBM_02772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B86A9C
contig_38	cds	363	800	-	HENGBM_02773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CEQ6
contig_38	cds	869	1621	-	HENGBM_02774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004CDE565
contig_38	cds	1785	3185	-	HENGBM_02775	877.0	0.0	1.0	0.973	0.974	UniRef:UniRef90_K0CKG3
contig_39	cds	11	256	+	HENGBM_02776	95.1	3.9e-24	0.926	0.974	0.547	UniRef:UniRef90_A0A562F8J1
contig_39	cds	741	1151	-	HENGBM_02777	-	-	-	-	-	-
contig_40	cds	21	500	+	HENGBM_02778	201.0	4.8e-64	0.849	0.985	0.674	UniRef:UniRef90_UPI0036164DA6
contig_40	cds	510	989	-	HENGBM_02779	-	-	-	-	-	-
contig_41	cds	51	1661	+	HENGBM_02780	-	-	-	-	-	-
contig_41	cds	1799	2725	-	HENGBM_02781	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5Y3
contig_41	cds	2963	3433	+	HENGBM_02782	281.0	1.6e-95	1.0	1.0	0.955	UniRef:UniRef90_K0CGN7
contig_41	cds	3513	3713	-	HENGBM_02783	-	-	-	-	-	-
contig_42	cds	56	832	+	HENGBM_02784	514.0	9.8e-184	1.0	0.866	0.977	UniRef:UniRef90_K0CDD2
contig_42	cds	922	1845	+	HENGBM_02785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFW8
contig_42	cds	1934	2800	+	HENGBM_02786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004786EB4
contig_42	cds	2827	3447	+	HENGBM_02787	395.0	4.8e-139	0.981	0.948	0.936	UniRef:UniRef90_K0CDS6
contig_42	cds	3988	5421	+	HENGBM_02788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B5F85F
contig_42	cds	5432	6067	+	HENGBM_02789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B5D964
contig_42	cds	6064	6234	+	HENGBM_02790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8T8
contig_42	cds	6227	7138	+	HENGBM_02791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8B0
contig_42	cds	7144	8550	+	HENGBM_02792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F2E9DF2
contig_42	cds	8525	9019	+	HENGBM_02793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3Z3
contig_42	cds	9016	11394	+	HENGBM_02794	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F287274
contig_42	cds	11373	11555	+	HENGBM_02795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6Q7
contig_42	cds	11545	12255	+	HENGBM_02796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F328D53
contig_42	cds	12320	13693	+	HENGBM_02797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFW3
contig_42	cds	13722	14489	+	HENGBM_02798	483.0	2.8e-172	1.0	1.0	0.969	UniRef:UniRef90_K0CAF6
contig_42	cds	14486	15403	+	HENGBM_02799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH02
contig_42	cds	15533	16312	-	HENGBM_02800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZDV5
contig_42	cds	16536	17012	+	HENGBM_02801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W942
contig_42	cds	17093	17932	+	HENGBM_02802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F183069
contig_42	cds	18073	19023	-	HENGBM_02803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W770
contig_42	cds	19118	19759	+	HENGBM_02804	441.0	4.6e-157	1.0	1.0	0.981	UniRef:UniRef90_A0A9Q3W6Z0
contig_42	cds	19772	20995	-	HENGBM_02805	757.0	2.2e-275	1.0	1.0	0.988	UniRef:UniRef90_K0CFQ3
contig_42	cds	21197	23308	+	HENGBM_02806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B887C6
contig_42	cds	23321	24145	-	HENGBM_02807	476.0	7.3e-169	0.938	1.0	0.914	UniRef:UniRef90_K0CDN3
contig_42	cds	24311	25741	+	HENGBM_02808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3Y3
contig_42	cds	26212	27426	+	HENGBM_02809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W7V4
contig_42	cds	27426	27701	+	HENGBM_02810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CFP4
contig_42	cds	27705	29087	+	HENGBM_02811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZI14
contig_42	cds	29166	29990	-	HENGBM_02812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B9206F
contig_42	cds	29987	30502	-	HENGBM_02813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZE16
contig_42	cds	30701	31012	+	HENGBM_02814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZGZ9
contig_42	cds	31068	31298	+	HENGBM_02815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZDV0
contig_42	cds	31985	33301	+	HENGBM_02816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00181E7C85
contig_42	cds	33298	34146	+	HENGBM_02817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W761
contig_42	cds	34243	35211	+	HENGBM_02818	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A798
contig_42	cds	35296	35961	+	HENGBM_02819	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8S0
contig_42	cds	36072	38450	+	HENGBM_02820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B90C23
contig_42	cds	38431	39138	+	HENGBM_02821	468.0	5.3e-167	1.0	1.0	0.966	UniRef:UniRef90_K0CDL6
contig_42	cds	39153	39473	-	HENGBM_02822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B810CB
contig_42	cds	39542	40426	+	HENGBM_02823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W7U4
contig_42	cds	40464	42128	+	HENGBM_02824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047CB033
contig_42	cds	42143	42928	+	HENGBM_02825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZI10
contig_42	cds	43081	43674	-	HENGBM_02826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W689
contig_43	cds	81	479	+	HENGBM_02827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E9DC
contig_43	cds	567	773	-	HENGBM_02828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84BDB
contig_43	cds	860	1606	-	HENGBM_02829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B634D5
contig_43	cds	1796	3178	-	HENGBM_02830	-	-	-	-	-	-
contig_43	cds	3288	3902	+	HENGBM_02831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B88D90
contig_43	cds	3953	4360	-	HENGBM_02832	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B9032E
contig_43	cds	4383	4718	-	HENGBM_02833	184.0	2.2e-58	1.0	1.0	0.973	UniRef:UniRef90_UPI0003B8DEF0
contig_43	tRNA	4804	4880	-	HENGBM_02834	74.3	-	-	-	-	-
contig_43	cds	5012	5368	-	HENGBM_02835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CCZ9
contig_43	cds	5352	5654	-	HENGBM_02836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CGG2
contig_43	cds	5667	8042	-	HENGBM_02837	1535.0	0.0	1.0	1.0	0.977	UniRef:UniRef90_K0CIR2
contig_43	cds	8110	9132	-	HENGBM_02838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W822
contig_43	cds	9308	9667	-	HENGBM_02839	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W7Y7
