# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_43	cds	82773	84071	+	HENGBM_02908	argD	acetylornithine transaminase	COG:COG4992, COG:E, EC:2.6.1.11, GO:0006525, GO:0008483, GO:0030170, SO:0001217, UniRef:UniRef50_A0A512LBU8, UniRef:UniRef90_K0CIY9
contig_43	cds	84068	84976	+	HENGBM_02909	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0042450, KEGG:K00611, RefSeq:WP_022995752.1, SO:0001217, UniParc:UPI0003B8ECB2, UniRef:UniRef100_A0A9Q3W9B8, UniRef:UniRef50_Q4FT48, UniRef:UniRef90_K0CIG8
contig_43	cds	84991	86046	+	HENGBM_02910	potA	ABC transporter-like protein	COG:COG3842, COG:E, SO:0001217, UniRef:UniRef50_K0CFW9, UniRef:UniRef90_K0CFW9
contig_43	cds	86075	87178	-	HENGBM_02911	gGDEF	diguanylate cyclase	COG:COG2199, COG:T, RefSeq:WP_022995750.1, SO:0001217, UniParc:UPI0003B8BAA8, UniRef:UniRef100_A0A9Q3W7W4, UniRef:UniRef50_K0CD62, UniRef:UniRef90_K0CD62
contig_43	cds	87178	88266	-	HENGBM_02912	gGDEF	diguanylate cyclase	COG:COG2199, COG:T, RefSeq:WP_022995749.1, SO:0001217, UniParc:UPI0003B7E917, UniRef:UniRef100_UPI0003B7E917, UniRef:UniRef50_K0CGL7, UniRef:UniRef90_K0CGL7
contig_43	cds	88518	89987	-	HENGBM_02913	glpK	glycerol kinase GlpK	COG:C, COG:COG0554, EC:2.7.1.30, GO:0004370, GO:0006072, KEGG:K00864, SO:0001217, UniRef:UniRef50_Q0VRN6, UniRef:UniRef90_K0CIZ5
contig_43	cds	90139	91752	-	HENGBM_02914	baeS	histidine kinase	COG:COG0642, COG:T, EC:2.7.13.3, KEGG:K07639, RefSeq:WP_080531325.1, SO:0001217, UniParc:UPI0009B6F33B, UniRef:UniRef100_UPI0009B6F33B, UniRef:UniRef50_A0A962ZG93, UniRef:UniRef90_K0CIH4
contig_43	cds	91849	92571	-	HENGBM_02915	ompR	Response regulator receiver domain protein	COG:COG0745, COG:TK, RefSeq:WP_014995605.1, SO:0001217, UniParc:UPI000286B372, UniRef:UniRef100_K0CFX4, UniRef:UniRef50_A0A3M3EWX3, UniRef:UniRef90_K0CFX4
contig_43	cds	93223	96099	+	HENGBM_02916	nrdD	ribonucleoside-diphosphate reductase subunit alpha	COG:COG1328, COG:F, GO:0004748, GO:0005524, GO:0006260, RefSeq:WP_022995746.1, SO:0001217, UniParc:UPI0003B80D28, UniRef:UniRef100_UPI0003B80D28, UniRef:UniRef50_A0A510X5N2, UniRef:UniRef90_A0A9Q3W7D1
contig_43	cds	96225	97538	+	HENGBM_02917	nrdB	ribonucleotide-diphosphate reductase subunit beta	COG:COG0208, COG:F, EC:1.17.4.1, GO:0009263, GO:0016491, RefSeq:WP_026948720.1, SO:0001217, UniParc:UPI00047904A2, UniRef:UniRef100_A0A9Q3W9L4, UniRef:UniRef50_Q9I4I2, UniRef:UniRef90_A0A095SKZ9
contig_43	cds	97674	97886	+	HENGBM_02918		hypothetical protein	RefSeq:WP_014995608.1, SO:0001217, UniParc:UPI000286B375, UniRef:UniRef100_K0CIZ9, UniRef:UniRef50_Q0VRP4, UniRef:UniRef90_K0CIZ9
contig_43	cds	98107	99750	+	HENGBM_02919	ilvB	acetolactate synthase large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003824, GO:0030976, KEGG:K01652, RefSeq:WP_022995744.1, SO:0001217, UniParc:UPI0003B8B2F9, UniRef:UniRef100_UPI0003B8B2F9, UniRef:UniRef50_A0A0H3KJN5, UniRef:UniRef90_A0A9Q3ZH86
contig_43	cds	99792	100685	-	HENGBM_02920		SMP-30/gluconolactonase/LRE family protein	SO:0001217, UniRef:UniRef50_A0A9Q3ZED1, UniRef:UniRef90_A0A9Q3ZED1
contig_43	cds	101201	101695	+	HENGBM_02921	dinB	DinB family protein	COG:COG2318, COG:Q, SO:0001217, UniRef:UniRef50_A0A2L0ES74, UniRef:UniRef90_K0CFX9
contig_43	cds	101747	103705	+	HENGBM_02922		Transporter, CPA2 family	COG:COG3273, COG:R, KEGG:K03455, RefSeq:WP_022995741.1, SO:0001217, UniParc:UPI0003B87F27, UniRef:UniRef100_UPI0003B87F27, UniRef:UniRef50_Q0VRQ3, UniRef:UniRef90_K0CD72
contig_43	cds	103760	104767	-	HENGBM_02923	araC	AraC family transcriptional regulator	COG:COG2207, COG:K, SO:0001217, UniRef:UniRef50_K0CGM6, UniRef:UniRef90_K0CGM6
contig_43	cds	104764	106329	-	HENGBM_02924	nptA	Na/Pi-cotransporter II-related protein	COG:COG1283, COG:P, SO:0001217, UniRef:UniRef50_A0A962ZG32, UniRef:UniRef90_K0CJ05
contig_43	cds	106504	107397	+	HENGBM_02925	eRG3	Sterol desaturase family protein	COG:COG3000, COG:I, RefSeq:WP_022995738.1, SO:0001217, UniParc:UPI0003B90288, UniRef:UniRef100_A0A9Q3W4S6, UniRef:UniRef50_A0A0Q6WN98, UniRef:UniRef90_K0CII8
contig_43	cds	107375	108709	-	HENGBM_02926	dctQ	TRAP transporter large permease protein	COG:COG1593, COG:G, RefSeq:WP_022995737.1, SO:0001217, UniParc:UPI0003B8CBE9, UniRef:UniRef100_UPI0003B8CBE9, UniRef:UniRef50_S6ADK6, UniRef:UniRef90_K0CFY6
contig_43	cds	108706	109197	-	HENGBM_02927		TRAP transporter small permease protein	RefSeq:WP_022995736.1, SO:0001217, UniParc:UPI0003B7E6F4, UniRef:UniRef100_UPI0003B7E6F4, UniRef:UniRef50_K0CD76, UniRef:UniRef90_K0CD76
contig_43	cds	109261	110310	-	HENGBM_02928	dctP	Putative TRAP dicarboxylate transporter (DctP-like)	COG:COG1638, COG:G, RefSeq:WP_022995735.1, SO:0001217, UniParc:UPI0003B815B4, UniRef:UniRef100_UPI0003B815B4, UniRef:UniRef50_A0A9Y2D5E5, UniRef:UniRef90_K0CGN1
contig_43	cds	110492	110629	-	HENGBM_02929		hypothetical protein	
contig_43	cds	110841	112742	+	HENGBM_02930	ubiH	Alkyl hydroperoxide reductase subunit F	COG:COG0654, COG:HC, EC:1.14.13.7, KEGG:K03380, SO:0001217, UniRef:UniRef50_K0CJ11, UniRef:UniRef90_K0CJ11
contig_43	cds	112753	113652	-	HENGBM_02931	hpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	COG:COG2207, COG:K, GO:0003700, GO:0006355, GO:0043565, KEGG:K02508, SO:0001217, UniRef:UniRef50_A0A8H8XK17, UniRef:UniRef90_K0CIJ3
contig_43	cds	113773	114549	+	HENGBM_02932	ycgM	Fumarylacetoacetate (FAA) hydrolase family protein	COG:COG0179, COG:Q, RefSeq:WP_022995731.1, SO:0001217, UniParc:UPI0003B92124, UniRef:UniRef100_UPI0003B92124, UniRef:UniRef50_Q4KBA8, UniRef:UniRef90_K0CFZ1
contig_43	cds	114546	115316	+	HENGBM_02933	ycgM	Fumarylacetoacetate hydrolase family protein	COG:COG0179, COG:Q, RefSeq:WP_022995730.1, SO:0001217, UniParc:UPI0003B8389B, UniRef:UniRef100_A0A9Q3W9L8, UniRef:UniRef50_Q3JG88, UniRef:UniRef90_A0A9Q3W9L8
contig_43	cds	115320	116780	+	HENGBM_02934	hpaE	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	COG:COG1012, COG:I, GO:0018480, GO:1901023, RefSeq:WP_022995729.1, SO:0001217, UniParc:UPI0003B81959, UniRef:UniRef100_UPI0003B81959, UniRef:UniRef50_P42269, UniRef:UniRef90_K0CGN5
contig_43	cds	116835	117698	+	HENGBM_02935	hpaD	3,4-dihydroxyphenylacetate 2,3-dioxygenase	COG:COG3384, COG:Q, EC:1.13.11.15, GO:0008152, GO:0008198, GO:0008687, KEGG:K00455, RefSeq:WP_026948711.1, SO:0001217, UniParc:UPI000479EA7D, UniRef:UniRef100_A0A9Q3ZH90, UniRef:UniRef50_Q46980, UniRef:UniRef90_A0A9Q3ZH90
contig_43	cds	117741	118130	+	HENGBM_02936	hpaF	5-carboxymethyl-2-hydroxymuconate isomerase	COG:COG3232, COG:E, EC:5.3.3.10, KEGG:K01826, RefSeq:WP_022995727.1, SO:0001217, UniParc:UPI0003B838C3, UniRef:UniRef100_A0A9Q3ZED6, UniRef:UniRef50_Q05354, UniRef:UniRef90_K0CIK1
contig_43	cds	118130	118933	+	HENGBM_02937	hpaH	2-oxo-hept-4-ene-1,7-dioate hydratase	COG:COG3971, COG:Q, EC:4.2.1.163, GO:0009056, GO:0018817, RefSeq:WP_022995726.1, SO:0001217, UniParc:UPI0003B7E173, UniRef:UniRef100_UPI0003B7E173, UniRef:UniRef50_P42270, UniRef:UniRef90_A0A9Q3ZG68
contig_43	cds	118946	119746	+	HENGBM_02938	hpaI	4-hydroxy-2-oxoheptanedioate aldolase	COG:COG3836, COG:G, EC:4.1.2.52, GO:0010124, SO:0001217, UniRef:UniRef50_Q47098, UniRef:UniRef90_A0A9Q3ZI70
contig_43	cds	119784	120737	+	HENGBM_02939		MBL fold metallo-hydrolase	EC:3.1.26.11, KEGG:K00784, RefSeq:WP_022995724.1, SO:0001217, UniParc:UPI0003B8BA65, UniRef:UniRef100_UPI0003B8BA65, UniRef:UniRef50_U2FWE4, UniRef:UniRef90_A0A9Q3W7I9
contig_43	cds	120730	122202	+	HENGBM_02940		NAD-dependent succinate-semialdehyde dehydrogenase	RefSeq:WP_022995723.1, SO:0001217, UniParc:UPI0003B8F055, UniRef:UniRef100_UPI0003B8F055, UniRef:UniRef50_Q88RC0, UniRef:UniRef90_A0A9Q3W8P6
contig_43	cds	122236	122664	+	HENGBM_02941	hpaR	homoprotocatechuate degradation operon regulator HpaR	COG:COG1846, COG:K, GO:0003677, GO:0003700, GO:0045892, RefSeq:WP_014995628.1, SO:0001217, UniParc:UPI000286B476, UniRef:UniRef100_A0A9Q3W4T6, UniRef:UniRef50_A0A3M4B8H3, UniRef:UniRef90_A0A9Q3W4T6
contig_43	cds	122725	123951	-	HENGBM_02942	livK	ABC transporter, periplasmic branched chain amino acid binding protein	COG:COG0683, COG:E, SO:0001217, UniRef:UniRef50_A0A1X6ZT97, UniRef:UniRef90_K0CIK8
contig_43	cds	124083	124820	-	HENGBM_02943	terC	Excinuclease ABC subunit C	COG:COG0861, COG:P, RefSeq:WP_031228470.1, SO:0001217, UniParc:UPI0004CF3FF2, UniRef:UniRef100_A0A9Q3W935, UniRef:UniRef50_A0A3C1C931, UniRef:UniRef90_K0CG06
contig_43	cds	125044	127788	+	HENGBM_02944	acnA	aconitate hydratase AcnA	COG:C, COG:COG1048, EC:4.2.1.3, EC:4.2.1.99, GO:0003994, GO:0006099, KEGG:K27802, RefSeq:WP_022995720.1, SO:0001217, UniParc:UPI0003B90024, UniRef:UniRef100_UPI0003B90024, UniRef:UniRef50_P25516, UniRef:UniRef90_K0CD89
contig_43	cds	128192	128752	+	HENGBM_02945		AP2/ERF domain-containing protein	RefSeq:WP_022995719.1, SO:0001217, UniParc:UPI0003B86299, UniRef:UniRef100_A0A9Q3W7R4, UniRef:UniRef50_K0CGP4, UniRef:UniRef90_K0CGP4
contig_43	cds	129288	130247	+	HENGBM_02946	dppB	ABC-type transporter, permease component: PepT family	COG:COG0601, COG:EP, RefSeq:WP_022995718.1, SO:0001217, UniParc:UPI0003B7F84B, UniRef:UniRef100_A0A9Q3W7V2, UniRef:UniRef50_K8PE93, UniRef:UniRef90_K0CJ26
contig_43	cds	130259	131212	+	HENGBM_02947	dppC	ABC-type transporter, permease component: PepT family	COG:COG1173, COG:EP, RefSeq:WP_022995717.1, SO:0001217, UniParc:UPI0003B8DFE5, UniRef:UniRef100_A0A9Q3W7E9, UniRef:UniRef50_A0A0Q4Y511, UniRef:UniRef90_K0CIL6
contig_43	cds	131243	132277	+	HENGBM_02948	dppD	ABC-type dipeptide transporter	COG:COG0444, COG:EP, RefSeq:WP_022995716.1, SO:0001217, UniParc:UPI0003B8895F, UniRef:UniRef100_UPI0003B8895F, UniRef:UniRef50_A0A2N8ZA55, UniRef:UniRef90_K0CG11
contig_43	cds	132264	133337	+	HENGBM_02949	dppD	ATP-binding cassette domain-containing protein	COG:COG0444, COG:EP, RefSeq:WP_022995715.1, SO:0001217, UniParc:UPI0003B8D939, UniRef:UniRef100_A0A9Q3ZE99, UniRef:UniRef50_K8PRJ1, UniRef:UniRef90_A0A9Q3ZE99
contig_43	cds	133334	135043	+	HENGBM_02950	pepT	ABC-type transporter, periplasmic component: PepT family	COG:COG0747, COG:E, RefSeq:WP_022995714.1, SO:0001217, UniParc:UPI0003B85207, UniRef:UniRef100_UPI0003B85207, UniRef:UniRef50_K0CGP8, UniRef:UniRef90_K0CGP8
contig_43	cds	135044	135910	-	HENGBM_02951	lysR	LysR substrate-binding domain-containing protein	RefSeq:WP_022995713.1, SO:0001217, UniParc:UPI0003B8FA26, UniRef:UniRef100_A0A9Q3ZEE1, UniRef:UniRef50_K0CJ31, UniRef:UniRef90_A0A9Q3ZEE1
contig_43	cds	136010	137062	+	HENGBM_02952	yeiH	Membrane protein	COG:COG2855, COG:S, SO:0001217, UniRef:UniRef50_K0CIM2, UniRef:UniRef90_K0CIM2
contig_43	cds	137216	137986	+	HENGBM_02953		PAS domain S-box protein	RefSeq:WP_022995711.1, SO:0001217, UniParc:UPI0003B88693, UniRef:UniRef100_UPI0003B88693, UniRef:UniRef50_A0A1R1JYX2, UniRef:UniRef90_A0A9Q3ZI73
contig_43	cds	138161	139765	+	HENGBM_02954		PA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9Q3W7J9, UniRef:UniRef90_A0A9Q3W7J9
contig_43	cds	139825	140490	+	HENGBM_02955		Lytic murein transglycosylase	SO:0001217, UniRef:UniRef50_A0A7W3TPA2, UniRef:UniRef90_A0A9Q3W8Q5
contig_43	cds	140538	140918	+	HENGBM_02956		Putative lipoprotein	RefSeq:WP_022995708.1, SO:0001217, UniParc:UPI0003B8D96B, UniRef:UniRef100_A0A9Q3W4U5, UniRef:UniRef50_K0CD98, UniRef:UniRef90_A0A9Q3W4U5
contig_43	cds	140983	141237	+	HENGBM_02957	ybgF	Tol-pal system protein YbgF	SO:0001217, UniRef:UniRef50_K0CGQ3, UniRef:UniRef90_UPI0029305317
contig_43	cds	141320	141919	+	HENGBM_02958	wrbA	NAD(P)H:quinone oxidoreductase	COG:C, COG:COG0655, EC:1.6.5.2, GO:0003955, GO:0010181, RefSeq:WP_022995706.1, SO:0001217, UniParc:UPI0003B9135F, UniRef:UniRef100_A0A9Q3W943, UniRef:UniRef50_Q2RXG7, UniRef:UniRef90_A0A9Q3W943
contig_44	cds	57	2345	-	HENGBM_02959	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	COG:COG0620, COG:E, EC:2.1.1.14, GO:0003871, GO:0008270, GO:0008652, GO:0009086, KEGG:K00549, RefSeq:WP_026948951.1, SO:0001217, UniParc:UPI00047A7336, UniRef:UniRef100_UPI00047A7336, UniRef:UniRef50_P25665, UniRef:UniRef90_K0CDW3
contig_44	cds	2448	3374	+	HENGBM_02960	metR	HTH-type transcriptional regulator MetR	COG:COG0583, COG:K, KEGG:K03576, RefSeq:WP_022993971.1, SO:0001217, UniParc:UPI0003B88A1C, UniRef:UniRef100_UPI0003B88A1C, UniRef:UniRef50_C1DQU1, UniRef:UniRef90_K0CB60
contig_44	cds	3358	3672	-	HENGBM_02961	sugE	quaternary ammonium compound efflux SMR transporter SugE	COG:COG2076, COG:V, GO:0016020, GO:0022857, KEGG:K11741, RefSeq:WP_014993925.1, SO:0001217, UniParc:UPI000286B1DF, UniRef:UniRef100_K0C8Q1, UniRef:UniRef50_Q7MZY0, UniRef:UniRef90_K0C8Q1
contig_44	cds	3978	4445	-	HENGBM_02962	cYTH	Adenylate cyclase	COG:COG2954, COG:R, RefSeq:WP_026948950.1, SO:0001217, UniParc:UPI00047AF57C, UniRef:UniRef100_UPI00047AF57C, UniRef:UniRef50_A6LID4, UniRef:UniRef90_K0CBL7
contig_44	cds	4553	5158	+	HENGBM_02963	ccmA	cytochrome c biogenesis heme-transporting ATPase CcmA	COG:COG4133, COG:O, EC:7.6.2.-, GO:0005524, GO:0017004, GO:0022857, RefSeq:WP_026948949.1, SO:0001217, UniParc:UPI00047DB9DE, UniRef:UniRef100_UPI00047DB9DE, UniRef:UniRef50_Q0VR80, UniRef:UniRef90_K0CE61
contig_44	cds	5155	5826	+	HENGBM_02964	ccmB	heme exporter protein CcmB	COG:COG2386, COG:O, EC:7.6.2.-, GO:0015232, GO:0015886, KEGG:K02194, RefSeq:WP_022993974.1, SO:0001217, UniParc:UPI0003B8D4D2, UniRef:UniRef100_A0A9Q3W4N0, UniRef:UniRef50_A0A7C0ZY17, UniRef:UniRef90_K0CDW8
contig_44	cds	5886	6635	+	HENGBM_02965	ccmC	Heme exporter protein C	COG:COG0755, COG:O, KEGG:K02195, RefSeq:WP_026948948.1, SO:0001217, UniParc:UPI00047B8758, UniRef:UniRef100_A0A9Q3W7U0, UniRef:UniRef50_A0A0B4XMA6, UniRef:UniRef90_K0CB64
contig_44	cds	6635	6832	+	HENGBM_02966	ccmD	heme exporter protein CcmD	COG:COG3114, COG:U, EC:7.6.2.-, GO:0015886, GO:0016020, GO:0017004, RefSeq:WP_022993976.1, SO:0001217, UniParc:UPI0003B809EA, UniRef:UniRef100_A0A9Q3W8Y8, UniRef:UniRef50_K0C8Q4, UniRef:UniRef90_K0C8Q4
contig_44	cds	6816	7274	+	HENGBM_02967	ccmE	cytochrome c maturation protein CcmE	COG:CO, COG:COG2332, GO:0017003, GO:0017004, GO:0020037, KEGG:K02197, RefSeq:WP_026948947.1, SO:0001217, UniParc:UPI00047C0E07, UniRef:UniRef100_UPI00047C0E07, UniRef:UniRef50_L0WAX7, UniRef:UniRef90_A0A9Q3W9B9
contig_44	cds	7219	8394	+	HENGBM_02968	yliI	L-sorbosone dehydrogenase, putative	COG:COG2133, COG:G, RefSeq:WP_231504710.1, SO:0001217, UniParc:UPI000BC973D6, UniRef:UniRef100_UPI000BC973D6, UniRef:UniRef50_K0CE66, UniRef:UniRef90_K0CE66
contig_44	cds	8500	9987	+	HENGBM_02969	lysX	RimK-like ATP-grasp domain family	COG:COG0189, COG:EHJQ, RefSeq:WP_022993979.1, SO:0001217, UniParc:UPI0003B84688, UniRef:UniRef100_A0A9Q3W7R1, UniRef:UniRef50_A0A5P9EZS1, UniRef:UniRef90_K0CDX0
contig_44	cds	10179	11423	+	HENGBM_02970		DUF2157 domain-containing protein	COG:COG4872, COG:S, RefSeq:WP_035450830.1, SO:0001217, UniParc:UPI0004B7803A, UniRef:UniRef100_UPI0004B7803A, UniRef:UniRef50_K0CB66, UniRef:UniRef90_K0CB66
contig_44	cds	11416	11946	+	HENGBM_02971		Membrane-anchored protein	COG:COG4929, COG:S, RefSeq:WP_022993981.1, SO:0001217, UniParc:UPI0003B910A8, UniRef:UniRef100_A0A9Q3W9J3, UniRef:UniRef50_K0C8Q7, UniRef:UniRef90_K0C8Q7
contig_44	cds	11947	12597	-	HENGBM_02972	gstA	Glutathione S-transferase	COG:COG0625, COG:O, RefSeq:WP_022993982.1, SO:0001217, UniParc:UPI0003B8C11A, UniRef:UniRef100_A0A9Q3ZE71, UniRef:UniRef50_Q0VR74, UniRef:UniRef90_K0CBM5
contig_44	tRNA	12906	12981	+	HENGBM_02973	trnE	tRNA-Glu(ttc)	SO:0000259
contig_44	tRNA	13194	13269	+	HENGBM_02974	trnG	tRNA-Gly(gcc)	SO:0000260
contig_44	cds	13732	15834	-	HENGBM_02975		WG repeat-containing protein	RefSeq:WP_035450828.1, SO:0001217, UniParc:UPI0005519B28, UniRef:UniRef100_UPI0005519B28, UniRef:UniRef50_UPI0005519B28, UniRef:UniRef90_UPI0005519B28
contig_44	cds	16121	17182	+	HENGBM_02976		hypothetical protein	RefSeq:WP_152527476.1, SO:0001217, UniParc:UPI0004B9723D, UniRef:UniRef100_UPI0004B9723D, UniRef:UniRef50_K0CE72, UniRef:UniRef90_UPI0024E273D0
contig_44	cds	17247	18107	-	HENGBM_02977		Universal stress protein	RefSeq:WP_026948944.1, SO:0001217, UniParc:UPI000479A36D, UniRef:UniRef100_UPI000479A36D, UniRef:UniRef50_K0CDX7, UniRef:UniRef90_A0A9Q3W4P1
contig_44	cds	18380	18883	+	HENGBM_02978		hypothetical protein	RefSeq:WP_022993987.1, SO:0001217, UniParc:UPI0003B86072, UniRef:UniRef100_UPI0003B86072, UniRef:UniRef50_UPI0024E1C14A, UniRef:UniRef90_UPI0024E1C14A
contig_44	cds	18880	20046	+	HENGBM_02979		hypothetical protein	RefSeq:WP_026948943.1, SO:0001217, UniParc:UPI000479A77A, UniRef:UniRef100_UPI000479A77A, UniRef:UniRef50_UPI000BCBC754, UniRef:UniRef90_UPI000479A77A
contig_44	cds	20066	20959	-	HENGBM_02980		MBL fold metallo-hydrolase	RefSeq:WP_026948942.1, SO:0001217, UniParc:UPI00047E5C51, UniRef:UniRef100_UPI00047E5C51, UniRef:UniRef50_A0A3M5DF23, UniRef:UniRef90_UPI00047E5C51
contig_44	cds	21059	21970	+	HENGBM_02981	lysR	LysR family transcriptional regulator	RefSeq:WP_022993990.1, SO:0001217, UniParc:UPI0003B9106B, UniRef:UniRef100_UPI0003B9106B, UniRef:UniRef50_A0A378YS92, UniRef:UniRef90_UPI0003B9106B
contig_44	cds	21991	22695	-	HENGBM_02982		TetR/AcrR family transcriptional regulator	RefSeq:WP_022993991.1, SO:0001217, UniParc:UPI0003B7F4E6, UniRef:UniRef100_UPI0003B7F4E6, UniRef:UniRef50_W1N924, UniRef:UniRef90_UPI000E24CB08
contig_44	cds	22793	23827	+	HENGBM_02983		efflux RND transporter periplasmic adaptor subunit	RefSeq:WP_022993992.1, SO:0001217, UniParc:UPI0003B81C8F, UniRef:UniRef100_UPI0003B81C8F, UniRef:UniRef50_W1NA30, UniRef:UniRef90_UPI0003B81C8F
contig_44	cds	23824	25080	+	HENGBM_02984		ABC transporter permease	RefSeq:WP_022993993.1, SO:0001217, UniParc:UPI0003B8D05E, UniRef:UniRef100_UPI0003B8D05E, UniRef:UniRef50_W1NAV9, UniRef:UniRef90_UPI000BCAB712
contig_44	cds	25077	25766	+	HENGBM_02985		ABC transporter ATP-binding protein	RefSeq:WP_022993994.1, SO:0001217, UniParc:UPI0003B803E4, UniRef:UniRef100_UPI0003B803E4, UniRef:UniRef50_A0A7U6Y865, UniRef:UniRef90_UPI002934737D
contig_44	cds	25867	26739	+	HENGBM_02986		hypothetical protein	RefSeq:WP_022993995.1, SO:0001217, UniParc:UPI0003B89F65, UniRef:UniRef100_A0A9Q3W7U6, UniRef:UniRef50_K0CB72, UniRef:UniRef90_K0CB72
contig_44	cds	26844	27521	+	HENGBM_02987	phoE	Phosphoglycerate mutase family protein, putative	COG:COG0406, COG:G, RefSeq:WP_026948939.1, SO:0001217, UniParc:UPI00047E7D26, UniRef:UniRef100_UPI00047E7D26, UniRef:UniRef50_Q0VR73, UniRef:UniRef90_K0C8R2
contig_44	cds	27627	28568	+	HENGBM_02988	rbbA	ABC transporter ATP-binding component	COG:COG1131, COG:JV, RefSeq:WP_022993997.1, SO:0001217, UniParc:UPI0003B8B505, UniRef:UniRef100_A0A9Q3W9C4, UniRef:UniRef50_A0A249A1L7, UniRef:UniRef90_K0CBN3
contig_44	cds	28565	29338	+	HENGBM_02989	yadH	Transport permease protein	COG:COG0842, COG:V, RefSeq:WP_022993998.1, SO:0001217, UniParc:UPI0003B8432F, UniRef:UniRef100_A0A9Q3W7M6, UniRef:UniRef50_A5CVN9, UniRef:UniRef90_K0CE76
contig_44	cds	29348	30169	+	HENGBM_02990	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	COG:COG2904, COG:J, EC:1.7.1.13, GO:0008616, GO:0033739, GO:0043867, KEGG:K06879, RefSeq:WP_022993999.1, SO:0001217, UniParc:UPI0003B91087, UniRef:UniRef100_UPI0003B91087, UniRef:UniRef50_Q5P6G9, UniRef:UniRef90_K0CDY1
contig_44	cds	30264	31748	-	HENGBM_02991	abgT	AbgT putative transporter family	COG:COG2978, COG:H, KEGG:K12942, RefSeq:WP_022994000.1, SO:0001217, UniParc:UPI0003B89A3F, UniRef:UniRef100_A0A9Q3W9K2, UniRef:UniRef50_A0A0F7M421, UniRef:UniRef90_K0CB75
contig_44	cds	31785	33332	-	HENGBM_02992	acyC	Adenylate and Guanylate cyclase catalytic domain protein	COG:COG2114, COG:T, RefSeq:WP_022994001.1, SO:0001217, UniParc:UPI0003B8F722, UniRef:UniRef100_UPI0003B8F722, UniRef:UniRef50_A0A2N1YK99, UniRef:UniRef90_K0C8R7
contig_44	cds	33557	34120	+	HENGBM_02993	nfnB	Putative NAD(P)H nitroreductase	COG:C, COG:COG0778, RefSeq:WP_022994002.1, SO:0001217, UniParc:UPI0003B84E08, UniRef:UniRef100_UPI0003B84E08, UniRef:UniRef50_A0A095SF70, UniRef:UniRef90_K0CBN7
contig_44	cds	34113	34571	+	HENGBM_02994		Thioesterase putative domain-containing protein	RefSeq:WP_022994003.1, SO:0001217, UniParc:UPI0003B7E3A2, UniRef:UniRef100_UPI0003B7E3A2, UniRef:UniRef50_K0CE79, UniRef:UniRef90_K0CE79
contig_44	cds	34568	35002	+	HENGBM_02995		MAPEG family protein	RefSeq:WP_022994004.1, SO:0001217, UniParc:UPI0003B87EF6, UniRef:UniRef100_UPI0003B87EF6, UniRef:UniRef50_K0CDY3, UniRef:UniRef90_K0CDY3
contig_44	tRNA	35094	35181	+	HENGBM_02996	trnS	tRNA-Ser(gga)	SO:0000269
contig_44	cds	35486	35983	-	HENGBM_02997		hypothetical protein	
contig_44	cds	35993	36253	+	HENGBM_02998		bacteriocin immunity protein	RefSeq:WP_022994006.1, SO:0001217, UniParc:UPI0003B904F0, UniRef:UniRef100_UPI0003B904F0, UniRef:UniRef50_S2L662, UniRef:UniRef90_UPI0003B904F0
contig_44	cds	36446	37129	-	HENGBM_02999	padR	PadR family transcriptional regulator	COG:COG1695, COG:K, RefSeq:WP_022994007.1, SO:0001217, UniParc:UPI0003B91D14, UniRef:UniRef100_UPI0003B91D14, UniRef:UniRef50_A0A095SJ93, UniRef:UniRef90_A0A9Q3W8L5
contig_44	cds	37244	38362	+	HENGBM_03000		DUF2236 domain-containing protein	SO:0001217, UniRef:UniRef50_K0C8R9, UniRef:UniRef90_A0A9Q3W4Q3
contig_44	cds	38377	39378	+	HENGBM_03001	dctP	RND type efflux pump involved in aminoglycoside resistance	COG:COG1638, COG:G, RefSeq:WP_022994009.1, SO:0001217, UniParc:UPI0003B91FE5, UniRef:UniRef100_UPI0003B91FE5, UniRef:UniRef50_A0A962JJF7, UniRef:UniRef90_K0CBP0
contig_44	cds	39378	39830	+	HENGBM_03002		Nuclear transport factor 2 family protein	SO:0001217, UniRef:UniRef50_K0CE83, UniRef:UniRef90_A0A9Q3W907
contig_44	cds	39870	40052	-	HENGBM_03003		hypothetical protein	RefSeq:WP_022994011.1, SO:0001217, UniParc:UPI0003B89514, UniRef:UniRef100_A0A9Q3W9D0, UniRef:UniRef50_K0CDY6, UniRef:UniRef90_K0CDY6
